brand,model,year,fuel,transmission,owner,km_driven,mileage_num,engine_num,max_power_num,price_lakh
Fiat,Grande Punto,2011,Diesel,Manual,First Owner,60000,20.3,1248.0,75.0,3.0
Maruti,Wagon R,2009,Petrol,Manual,Second Owner,70000,17.3,1061.0,64.0,2.35
Maruti,Wagon R,2015,Petrol,Manual,Second Owner,40000,20.51,998.0,67.04,3.5
Maruti,Swift Dzire,2017,Diesel,Manual,Second Owner,34000,28.4,1248.0,74.02,6.25
Mahindra,XUV500 W6,2014,Diesel,Manual,First Owner,120000,15.1,2179.0,140.0,5.25
Tata,Tigor 1.2,2018,Petrol,Manual,First Owner,10000,20.3,1199.0,84.0,5.5
Mahindra,Bolero 2011-2019,2015,Diesel,Manual,Second Owner,80000,15.96,2523.0,62.1,5.5
Honda,City 2017-2020,2006,Petrol,Manual,Second Owner,100000,17.7,1497.0,78.0,2.0
Mahindra,Xylo D2,2011,Diesel,Manual,First Owner,120000,13.0,2489.0,95.0,3.5
Honda,City 2017-2020,2006,Petrol,Manual,Second Owner,100000,17.7,1497.0,78.0,2.2
Hyundai,Grand i10,2016,Petrol,Manual,First Owner,25000,18.9,1197.0,82.0,4.12
Maruti,Wagon R,2009,Petrol,Manual,Second Owner,52000,18.9,1061.0,67.0,1.26
Maruti,Swift Dzire,2013,Diesel,Manual,First Owner,63000,23.4,1248.0,74.0,4.3
Maruti,A-Star Vxi,2009,Petrol,Manual,Second Owner,90000,19.0,998.0,66.1,1.3
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,60000,23.84,1199.0,84.0,3.5
Maruti,Alto LX,2011,Petrol,Manual,First Owner,35000,19.7,796.0,46.3,2.2
Mahindra,Bolero DI,2011,Diesel,Manual,First Owner,80000,13.6,2523.0,63.0,3.8
Ford,Figo Diesel,2010,Diesel,Manual,Second Owner,110000,20.0,1399.0,68.0,2.0
Toyota,Fortuner 4x4,2015,Diesel,Manual,First Owner,20000,12.55,2982.0,168.5,20.0
Ford,EcoSport 1.5,2015,Diesel,Manual,First Owner,90000,22.77,1498.0,98.59,6.1
BMW,X1 sDrive20i,2016,Petrol,Automatic,Second Owner,30000,15.71,1998.0,189.0,25.0
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,61000,26.59,1248.0,74.0,6.2
Maruti,Omni Limited,2013,Petrol,Manual,First Owner,66000,14.7,796.0,37.0,1.5
Datsun,GO Plus,2018,Petrol,Manual,First Owner,80000,20.62,1198.0,67.0,4.5
Hyundai,Creta 1.6,2017,Diesel,Manual,Second Owner,27000,19.67,1582.0,126.2,11.5
Mahindra,KUV 100,2018,Petrol,Manual,First Owner,60000,18.15,1198.0,82.0,5.0
Maruti,Wagon R,2011,Petrol,Manual,First Owner,139000,18.9,998.0,67.1,2.46
Maruti,Eeco CNG,2017,CNG,Manual,First Owner,60000,21.94,1196.0,61.7,4.0
Maruti,800 AC,2008,Petrol,Manual,Second Owner,10000,16.1,796.0,37.0,0.65
Ford,Ecosport 1.5,2016,Diesel,Manual,First Owner,30000,21.7,1498.0,98.96,7.25
Hyundai,Verna 1.6,2014,Diesel,Automatic,First Owner,125000,22.32,1582.0,126.32,7.36
Maruti,Swift Dzire,2018,Diesel,Manual,First Owner,45000,28.4,1248.0,74.02,7.0
Chevrolet,Spark 1.0,2011,Petrol,Manual,First Owner,30000,18.0,995.0,62.0,1.5
Maruti,Alto LXi,2010,Petrol,Manual,Second Owner,80500,19.7,796.0,46.3,1.8
Toyota,Etios Liva,2014,Diesel,Manual,First Owner,200000,23.59,1364.0,67.04,4.1
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,First Owner,60000,15.96,2523.0,62.1,5.5
Maruti,800 AC,2004,Petrol,Manual,Second Owner,18000,16.1,796.0,37.0,0.5
Maruti,Zen D,2006,Diesel,Manual,Second Owner,110000,20.8,1527.0,58.0,0.8
Maruti,Alto LX,2005,Petrol,Manual,Second Owner,90000,19.7,796.0,46.3,1.1
Honda,City 2017-2020,2006,Petrol,Manual,Second Owner,120000,17.7,1497.0,78.0,1.8
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,127000,28.4,1248.0,74.02,6.05
Maruti,Ertiga SHVS,2017,Diesel,Manual,First Owner,70000,24.52,1248.0,88.5,8.0
Hyundai,i20 1.4,2011,Diesel,Manual,First Owner,116500,23.0,1396.0,90.0,3.5
Hyundai,i20 Sportz,2012,Petrol,Manual,First Owner,120000,18.5,1197.0,82.85,3.0
Hyundai,Verna Xi,2008,Petrol,Manual,Fourth & Above Owner,100000,13.9,1599.0,103.2,1.6
Ford,Figo Diesel,2011,Diesel,Manual,Second Owner,90000,20.0,1399.0,68.0,2.25
Audi,Q7 3.0,2009,Diesel,Automatic,Third Owner,120000,12.07,2967.0,241.4,10.25
Tata,Hexa XTA,2017,Diesel,Automatic,First Owner,40000,17.6,2179.0,153.86,13.0
Volkswagen,Ameo 1.5,2018,Diesel,Manual,First Owner,18000,21.66,1498.0,108.62,5.6
Maruti,Vitara Brezza,2017,Diesel,Manual,First Owner,70000,24.3,1248.0,88.5,6.5
Mahindra,XUV500 W7,2018,Diesel,Manual,First Owner,29000,15.1,2179.0,152.87,11.5
Maruti,Baleno Delta,2016,Petrol,Manual,First Owner,65755,21.4,1197.0,83.1,4.8
Ford,EcoSport 1.5,2019,Diesel,Manual,First Owner,2600,23.0,1498.0,98.96,9.6
Mahindra,XUV500 AT,2017,Diesel,Automatic,First Owner,46000,16.0,2179.0,140.0,10.5
Hyundai,EON Era,2017,Petrol,Manual,Second Owner,15000,21.1,814.0,55.2,3.1
Maruti,Swift Dzire,2014,Diesel,Manual,First Owner,60000,23.4,1248.0,74.0,5.0
Maruti,Alto K10,2017,Petrol,Automatic,First Owner,15500,23.95,998.0,67.1,3.5
Honda,Amaze S,2015,Diesel,Manual,First Owner,120000,25.8,1498.0,98.6,3.65
Mitsubishi,Lancer 2.0,2008,Diesel,Manual,Third Owner,120000,14.8,1998.0,68.0,1.65
Tata,Spacio Gold-10/6,2007,Diesel,Manual,Third Owner,120000,14.6,2956.0,63.0,1.0
Mahindra,Bolero SLX,2007,Diesel,Manual,Second Owner,80000,13.6,2523.0,63.0,2.4
Mahindra,Marazzo M2,2019,Diesel,Manual,First Owner,40000,17.3,1497.0,121.0,9.25
Ford,Figo Aspire,2018,Petrol,Manual,First Owner,15000,18.16,1196.0,86.8,5.9
Tata,Aria Pride,2013,Diesel,Manual,Second Owner,110000,13.7,2179.0,138.1,5.25
Toyota,Innova 2.5,2014,Diesel,Manual,Second Owner,80000,12.99,2494.0,100.6,7.2
Renault,Duster 110PS,2017,Diesel,Automatic,First Owner,50000,19.6,1461.0,108.45,8.5
Mahindra,Scorpio VLS,2010,Diesel,Automatic,First Owner,110000,11.79,2179.0,120.0,4.9
Honda,Amaze S,2013,Diesel,Manual,First Owner,100000,25.8,1498.0,98.6,3.25
Hyundai,Verna CRDi,2019,Diesel,Automatic,First Owner,20000,22.0,1582.0,126.2,12.0
Mahindra,Bolero 2011-2019,2012,Diesel,Manual,First Owner,135000,15.96,2523.0,62.1,4.5
Tata,Indigo CS,2014,Diesel,Manual,First Owner,50700,19.09,1405.0,69.01,3.0
Volkswagen,Polo Diesel,2013,Diesel,Manual,Second Owner,70000,22.07,1199.0,73.9,3.65
Mercedes-Benz,New C-Class,2007,Petrol,Automatic,First Owner,120000,11.7,1796.0,178.0,5.0
Toyota,Innova 2.5,2014,Diesel,Manual,Second Owner,112000,12.99,2494.0,100.6,9.0
Hyundai,Grand i10,2018,Diesel,Manual,First Owner,35000,24.0,1186.0,73.97,7.0
Renault,Duster 110PS,2017,Diesel,Manual,First Owner,50000,19.6,1461.0,108.45,8.8
Toyota,Innova 2.5,2014,Diesel,Manual,Third Owner,121000,12.99,2494.0,100.6,7.0
Mahindra,Scorpio 2009-2014,2009,Diesel,Manual,Second Owner,120000,12.05,2179.0,120.0,3.8
Toyota,Corolla H2,2006,Petrol,Manual,Third Owner,90000,13.4,1794.0,125.0,1.5
Maruti,Zen Estilo,2014,CNG,Manual,Second Owner,70000,26.3,998.0,67.1,2.35
Renault,KWID 1.0,2018,Petrol,Manual,First Owner,20000,23.01,999.0,67.0,3.2
Renault,Duster 85PS,2015,Diesel,Manual,First Owner,60000,20.45,1461.0,83.8,5.5
BMW,5 Series,2016,Diesel,Automatic,First Owner,40000,18.12,1995.0,190.0,32.0
Mahindra,TUV 300,2017,Diesel,Manual,First Owner,60000,18.49,1493.0,100.0,6.45
Maruti,Wagon R,2015,Petrol,Manual,First Owner,110000,20.51,998.0,67.04,3.0
Hyundai,i20 Active,2016,Diesel,Manual,First Owner,152000,21.19,1396.0,88.73,5.8
Hyundai,i20 1.2,2011,Petrol,Manual,Fourth & Above Owner,220000,17.0,1197.0,80.0,2.2
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,First Owner,70000,15.96,2523.0,62.1,4.51
Tata,Nexon 1.2,2018,Petrol,Manual,First Owner,50000,17.0,1198.0,108.5,8.5
Maruti,Swift Dzire,2011,Diesel,Manual,First Owner,125000,19.3,1248.0,73.9,3.0
Ford,Figo 1.2P,2016,Petrol,Manual,First Owner,60000,18.16,1196.0,86.8,3.5
Maruti,Eeco CNG,2014,CNG,Manual,First Owner,90000,21.94,1196.0,63.0,3.0
Maruti,Eeco CNG,2017,CNG,Manual,First Owner,30000,21.94,1196.0,63.0,3.9
Toyota,Innova 2.5,2016,Diesel,Manual,First Owner,90000,12.99,2494.0,100.6,12.0
Volkswagen,Ameo 1.2,2017,Petrol,Manual,First Owner,20000,17.0,1198.0,73.75,5.5
Maruti,Swift VDI,2012,Diesel,Manual,Third Owner,110000,22.9,1248.0,74.0,3.0
Volkswagen,Vento Diesel,2012,Diesel,Manual,Second Owner,150000,20.54,1598.0,103.6,3.0
Hyundai,i20 1.4,2012,Diesel,Manual,First Owner,110000,23.0,1396.0,90.0,3.5
Hyundai,Creta 1.6,2015,Diesel,Manual,Second Owner,120000,19.67,1582.0,126.2,8.8
Hyundai,Accent Executive,2010,CNG,Manual,Second Owner,120000,13.2,1495.0,93.7,1.6
Tata,Sumo GX,2012,Diesel,Manual,Fourth & Above Owner,80000,15.3,2956.0,83.8,2.5
Hyundai,i20 Active,2016,Diesel,Manual,First Owner,110000,21.19,1396.0,88.73,6.6
Tata,Zest Revotron,2015,Petrol,Manual,First Owner,40000,17.57,1193.0,88.7,4.5
Volkswagen,Polo GT,2012,Diesel,Manual,Second Owner,110000,19.7,1598.0,103.6,4.0
Mahindra,Scorpio S7,2019,Diesel,Manual,First Owner,20000,16.36,2179.0,120.0,13.0
Ford,Figo Diesel,2013,Diesel,Manual,First Owner,230000,20.0,1399.0,68.1,2.3
Chevrolet,Beat LT,2010,Petrol,Manual,First Owner,60000,18.6,1199.0,79.4,1.4
Maruti,Zen Estilo,2012,Petrol,Manual,Second Owner,35000,19.0,998.0,67.1,1.95
Hyundai,i20 Active,2015,Petrol,Manual,First Owner,45000,17.19,1197.0,81.86,5.0
Tata,Nano Cx,2012,Petrol,Manual,First Owner,45000,25.4,624.0,38.0,0.6
Tata,Zest Revotron,2016,Petrol,Manual,First Owner,25000,17.57,1193.0,88.7,4.0
Hyundai,i20 Magna,2014,Petrol,Manual,First Owner,10000,18.6,1197.0,81.83,4.0
Maruti,Wagon R,2018,Petrol,Manual,First Owner,19000,20.51,998.0,67.04,3.8
Maruti,Baleno Delta,2019,Petrol,Manual,First Owner,10000,21.4,1197.0,83.1,5.79
Mahindra,KUV 100,2019,Petrol,Manual,First Owner,25000,18.15,1198.0,82.0,4.0
Hyundai,i10 Magna,2012,Petrol,Manual,First Owner,30000,20.36,1197.0,78.9,2.7
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,First Owner,90000,15.96,2523.0,62.1,5.0
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,20000,23.84,1199.0,84.0,4.75
Nissan,Terrano XL,2018,Diesel,Manual,First Owner,48000,19.87,1461.0,83.14,8.5
Mahindra,Scorpio 2006-2009,2009,Diesel,Manual,First Owner,120000,12.05,2179.0,120.0,4.75
Maruti,Swift Dzire,2012,Diesel,Manual,Second Owner,210000,19.3,1248.0,73.9,3.7
Hyundai,i10 Magna,2010,Petrol,Manual,Second Owner,200400,19.81,1086.0,68.05,1.87
Hyundai,i10 Magna,2008,Petrol,Manual,Second Owner,110000,20.36,1197.0,78.9,1.95
Tata,Safari DICOR,2014,Diesel,Manual,First Owner,38000,13.93,2179.0,138.03,4.6
Toyota,Corolla AE,2004,Petrol,Manual,Second Owner,90000,13.4,1794.0,125.0,1.35
Maruti,Ertiga SHVS,2017,Diesel,Manual,First Owner,43000,24.52,1248.0,88.5,8.5
Hyundai,Santro Asta,2018,Petrol,Manual,First Owner,25000,20.3,1086.0,68.0,5.0
Maruti,Wagon R,2016,Petrol,Manual,Second Owner,26000,20.51,998.0,67.04,3.85
Hyundai,Verna CRDi,2006,Diesel,Manual,Second Owner,120000,16.8,1493.0,110.0,1.35
Maruti,Alto LXi,2008,Petrol,Manual,Third Owner,70000,19.7,796.0,46.3,1.2
Honda,Accord VTi-L,2006,Petrol,Manual,Third Owner,60000,11.9,2354.0,144.0,2.0
Tata,New Safari,2007,Diesel,Manual,Second Owner,120000,13.93,2956.0,138.1,2.0
Maruti,Ciaz ZXi,2016,Petrol,Manual,First Owner,20000,20.73,1373.0,91.1,7.0
Tata,Indigo CR4,2013,Diesel,Manual,First Owner,25000,23.57,1396.0,70.0,2.9
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,60000,28.4,1248.0,74.02,7.25
Tata,Sumo EX,2008,Diesel,Manual,First Owner,80000,12.2,1948.0,68.0,2.0
Maruti,Omni E,2014,Petrol,Manual,First Owner,80000,16.8,796.0,34.2,1.55
Honda,Amaze S,2019,Petrol,Manual,First Owner,1303,17.8,1198.0,86.7,6.9
Audi,Q5 35TDI,2018,Diesel,Automatic,First Owner,31800,17.01,1968.0,188.0,39.75
Lexus,ES 300h,2019,Petrol,Automatic,First Owner,20000,22.37,2487.0,214.56,51.5
Jaguar,XF 2.0,2017,Diesel,Automatic,First Owner,45000,19.33,1999.0,177.0,32.0
Jeep,Wrangler 2016-2019,2017,Petrol,Automatic,First Owner,17000,9.5,3604.0,280.0,41.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Mercedes-Benz,E-Class Exclusive,2019,Petrol,Automatic,First Owner,17000,15.0,1991.0,194.4,52.0
Land,Rover Discovery,2019,Diesel,Automatic,First Owner,21000,12.83,1999.0,148.31,45.0
Mercedes-Benz,S-Class S,2017,Diesel,Automatic,First Owner,37000,13.5,2987.0,254.79,60.0
BMW,5 Series,2018,Diesel,Automatic,First Owner,10000,22.48,1995.0,187.74,40.0
Hyundai,Venue SX,2019,Petrol,Automatic,First Owner,3500,18.15,998.0,118.35,11.25
Audi,A4 35,2016,Diesel,Automatic,First Owner,46000,18.25,1968.0,187.74,18.99
Honda,CR-V 2.4L,2017,Petrol,Automatic,First Owner,52000,12.0,2354.0,187.4,16.5
Maruti,Swift VXI,2011,Petrol,Manual,Second Owner,20000,18.6,1197.0,85.8,2.8
Tata,Tigor 1.2,2019,Petrol,Manual,First Owner,25000,20.3,1199.0,84.0,4.5
Maruti,Esteem LX,2006,Petrol,Manual,Second Owner,70000,15.9,1298.0,85.0,1.35
Mahindra,XUV500 W4,2014,Diesel,Manual,First Owner,40000,15.1,2179.0,140.0,6.5
Maruti,Baleno Delta,2020,Petrol,Manual,First Owner,7300,21.01,1197.0,81.8,6.5
Maruti,Ciaz 1.3,2018,Diesel,Manual,First Owner,25000,28.09,1248.0,88.5,7.5
Maruti,Alto LXi,2010,Petrol,Manual,First Owner,100000,19.7,796.0,46.3,1.5
Mahindra,KUV 100,2017,Diesel,Manual,First Owner,35000,25.32,1198.0,77.0,5.0
Hyundai,Verna 1.6,2013,Diesel,Manual,Second Owner,80000,22.32,1582.0,126.32,4.25
Hyundai,i10 Magna,2010,Petrol,Manual,First Owner,60000,20.36,1197.0,78.9,2.6
Volkswagen,Polo 1.5,2014,Diesel,Manual,Second Owner,110000,20.14,1498.0,88.8,4.0
Hyundai,i20 2015-2017,2017,Diesel,Manual,Second Owner,70000,22.54,1396.0,88.73,5.75
Hyundai,Santro Xing,2008,Petrol,Manual,First Owner,40000,0.0,1086.0,62.0,1.75
Maruti,SX4 Green,2010,CNG,Manual,Second Owner,90000,21.4,1586.0,103.3,2.5
Volkswagen,Polo GT,2012,Diesel,Manual,First Owner,95000,19.7,1598.0,103.6,4.0
Mahindra,Bolero SLX,2011,Diesel,Manual,Second Owner,200000,13.6,2523.0,63.0,3.5
Maruti,Swift VDI,2015,Diesel,Manual,First Owner,30000,25.2,1248.0,74.0,4.85
Maruti,Swift VDI,2015,Diesel,Manual,First Owner,30000,25.2,1248.0,74.0,4.85
Volkswagen,CrossPolo 1.5,2013,Diesel,Manual,Second Owner,70000,20.14,1498.0,88.5,3.5
Toyota,Fortuner 4x2,2014,Diesel,Automatic,Second Owner,80000,12.55,2982.0,168.7,14.0
Maruti,Swift Dzire,2012,Diesel,Manual,Third Owner,100000,19.3,1248.0,73.9,2.5
Maruti,Swift Dzire,2017,Diesel,Manual,First Owner,70000,28.4,1248.0,74.02,6.55
Honda,Jazz 1.5,2016,Diesel,Manual,First Owner,30000,27.3,1498.0,98.6,5.0
Chevrolet,Beat LS,2016,Petrol,Manual,First Owner,15000,18.6,1199.0,76.8,3.0
Ford,Figo Aspire,2018,Diesel,Manual,First Owner,21000,25.83,1498.0,99.0,6.5
Maruti,Wagon R,2014,Petrol,Manual,First Owner,35000,20.52,1197.0,81.8,3.0
Honda,Jazz 1.2,2016,Petrol,Manual,First Owner,25000,18.7,1199.0,88.7,4.75
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,30000,23.84,1199.0,84.0,4.5
Maruti,Swift Dzire,2019,Diesel,Manual,First Owner,10000,28.4,1248.0,74.02,7.54
Hyundai,i10 Sportz,2013,Petrol,Manual,First Owner,40000,20.36,1197.0,78.9,3.0
Hyundai,EON Magna,2014,Petrol,Manual,First Owner,25000,21.1,814.0,55.2,2.5
Maruti,Swift Dzire,2018,Diesel,Manual,First Owner,15000,28.4,1248.0,74.02,7.25
Maruti,Alto LXi,2008,Petrol,Manual,First Owner,70000,19.7,796.0,46.3,0.95
Hyundai,Santro Sportz,2018,Petrol,Manual,First Owner,7800,20.3,1086.0,68.0,4.75
Tata,Safari Storme,2014,Diesel,Manual,First Owner,55000,14.0,2179.0,138.1,5.75
Tata,Tiago 1.2,2016,Petrol,Manual,First Owner,30000,23.84,1199.0,84.0,3.5
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,Second Owner,125000,15.96,2523.0,62.1,3.3
Maruti,Swift VXI,2016,Petrol,Manual,First Owner,50000,20.4,1197.0,81.8,4.82
Ford,EcoSport 1.5,2017,Diesel,Manual,Fourth & Above Owner,40000,22.77,1498.0,98.59,6.25
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,30000,23.84,1199.0,84.0,3.8
Chevrolet,Beat LT,2016,Petrol,Manual,First Owner,30000,18.6,1199.0,76.8,3.1
Maruti,Swift Dzire,2009,Petrol,Manual,First Owner,35000,17.5,1298.0,85.8,2.8
Renault,Duster Petrol,2018,Petrol,Automatic,First Owner,30000,14.99,1498.0,104.5,9.0
Maruti,Wagon R,2010,Petrol,Manual,First Owner,60000,18.9,1061.0,67.0,2.5
Hyundai,Verna 1.6,2017,Petrol,Manual,First Owner,39000,17.01,1591.0,121.3,7.5
Renault,KWID 1.0,2019,Petrol,Manual,First Owner,15000,23.01,999.0,67.0,4.2
Honda,Amaze S,2019,Petrol,Manual,First Owner,5000,19.5,1199.0,88.76,6.7
Hyundai,i10 Magna,2016,Petrol,Manual,Second Owner,9750,19.81,1086.0,68.05,4.2
Toyota,Innova Crysta,2016,Diesel,Manual,First Owner,110000,13.68,2393.0,147.8,18.0
Honda,WR-V i-VTEC,2018,Petrol,Manual,First Owner,35000,17.5,1199.0,88.7,9.0
Mahindra,XUV500 W6,2015,Diesel,Manual,First Owner,10000,15.1,2179.0,140.0,12.0
Mahindra,Scorpio 2.6,2003,Diesel,Manual,Third Owner,157138,10.5,2179.0,120.0,1.95
Hyundai,Verna CRDi,2007,Diesel,Manual,Fourth & Above Owner,120000,16.8,1493.0,110.0,1.85
Hyundai,i10 Magna,2008,Petrol,Manual,Fourth & Above Owner,110000,19.81,1086.0,68.05,1.85
Mahindra,XUV500 W9,2018,Diesel,Manual,First Owner,46000,15.1,2179.0,152.87,15.25
Maruti,Swift VXI,2006,Petrol,Manual,Third Owner,102000,16.1,1298.0,88.2,2.15
Maruti,Alto 800,2015,Petrol,Manual,Second Owner,50000,22.74,796.0,47.3,2.1
Toyota,Innova Crysta,2016,Diesel,Manual,Second Owner,110000,13.68,2393.0,147.8,17.0
Toyota,Innova 2.5,2009,Diesel,Manual,Third Owner,285000,12.8,2494.0,102.0,5.3
Honda,City i,2015,Petrol,Manual,First Owner,50000,17.4,1497.0,117.3,8.0
Maruti,Swift VDI,2014,Diesel,Manual,Second Owner,70000,25.2,1248.0,74.0,5.7
Maruti,SX4 VDI,2012,Diesel,Manual,Second Owner,120000,21.5,1248.0,88.8,3.5
Hyundai,i20 1.4,2011,Diesel,Manual,Second Owner,93000,21.9,1396.0,90.0,3.5
Mahindra,Bolero Power,2018,Diesel,Manual,First Owner,50000,16.5,1493.0,70.0,7.5
Maruti,Eeco 7,2011,Petrol,Manual,Second Owner,100000,15.37,1196.0,73.0,1.6
Tata,Indigo CS,2010,Diesel,Manual,Third Owner,70000,15.7,1405.0,70.0,1.5
Hyundai,Grand i10,2019,Petrol,Manual,First Owner,5000,18.9,1197.0,81.86,5.62
Hyundai,i10 Magna,2012,Petrol,Manual,First Owner,27000,20.36,1197.0,78.9,2.9
Mahindra,XUV500 W6,2014,Diesel,Manual,Second Owner,122000,15.1,2179.0,140.0,6.0
Hyundai,Xcent 1.1,2015,Diesel,Manual,Second Owner,74000,24.4,1120.0,71.0,4.01
Maruti,Swift Dzire,2019,Petrol,Automatic,First Owner,6500,21.21,1197.0,81.8,7.5
Mahindra,Bolero SLX,2007,Diesel,Manual,Second Owner,80000,13.6,2523.0,63.0,2.4
Maruti,Alto K10,2012,Petrol,Manual,First Owner,50000,20.92,998.0,67.1,2.3
Mahindra,Bolero 2011-2019,2013,Diesel,Manual,First Owner,50000,15.96,2523.0,62.1,5.0
Maruti,Gypsy King,2010,Petrol,Manual,First Owner,80000,11.96,1298.0,80.0,3.5
Datsun,RediGO T,2018,Petrol,Manual,First Owner,25000,22.7,799.0,53.64,2.17
Nissan,Sunny XL,2018,Diesel,Manual,First Owner,35000,22.71,1461.0,84.8,6.7
Maruti,Alto K10,2011,Petrol,Manual,First Owner,30000,20.92,998.0,67.1,2.25
Maruti,Vitara Brezza,2020,Petrol,Automatic,First Owner,10000,18.76,1462.0,103.26,7.37
Maruti,Celerio LXI,2014,Petrol,Manual,First Owner,80000,23.1,998.0,67.04,3.0
Tata,Indigo LX,2008,Diesel,Manual,First Owner,120000,17.0,1405.0,70.0,0.85
Hyundai,Verna Transform,2010,Diesel,Manual,Second Owner,120000,16.2,1493.0,110.0,1.95
Honda,WR-V i-DTEC,2017,Diesel,Manual,First Owner,127991,25.5,1498.0,98.6,6.75
Mitsubishi,Lancer 2.0,1999,Diesel,Manual,Second Owner,198000,14.8,1998.0,68.0,1.5
Tata,Indigo eCS,2010,Petrol,Manual,First Owner,65000,15.64,1193.0,64.1,2.9
Maruti,Ciaz 1.3,2018,Diesel,Manual,First Owner,20000,28.09,1248.0,88.5,8.89
Volkswagen,Ameo 1.2,2016,Petrol,Manual,First Owner,60000,17.0,1198.0,73.75,4.0
Renault,KWID RXT,2018,Petrol,Manual,First Owner,13120,25.17,799.0,53.3,3.9
Jeep,Compass 2.0,2017,Diesel,Manual,First Owner,87500,17.1,1956.0,170.0,15.5
Hyundai,Verna 1.6,2014,Diesel,Manual,First Owner,125000,22.32,1582.0,126.32,6.0
Hyundai,Elite i20,2018,Petrol,Automatic,First Owner,25000,17.4,1197.0,81.86,8.0
Maruti,Ertiga ZDI,2013,Diesel,Manual,Third Owner,120000,20.77,1248.0,88.8,6.0
Hyundai,Verna 1.6,2015,Petrol,Manual,First Owner,35000,17.01,1591.0,121.3,7.95
Hyundai,i20 Asta,2016,Diesel,Manual,First Owner,25000,22.54,1396.0,88.73,7.35
Skoda,Octavia L,2005,Diesel,Manual,Third Owner,120000,16.4,1896.0,90.0,2.5
Renault,KWID AMT,2018,Petrol,Automatic,First Owner,25000,24.04,999.0,67.0,4.0
Mahindra,Xylo D2,2014,Diesel,Manual,First Owner,140000,14.0,2489.0,95.0,3.95
Hyundai,Accent CRDi,2005,Diesel,Manual,Second Owner,79000,13.1,1493.0,82.0,1.3
Renault,Lodgy 85PS,2015,Diesel,Manual,First Owner,125000,21.04,1461.0,83.8,6.0
Hyundai,i20 Active,2016,Diesel,Manual,First Owner,80000,21.19,1396.0,88.73,7.2
Honda,City S,2011,Petrol,Manual,Third Owner,110000,16.8,1497.0,116.4,4.5
Hyundai,Verna Transform,2010,Diesel,Manual,Second Owner,80000,16.2,1493.0,110.0,2.2
Hyundai,Verna 1.6,2014,Diesel,Manual,Second Owner,100000,22.32,1582.0,126.32,5.45
Volkswagen,Vento Diesel,2011,Diesel,Manual,Second Owner,100000,20.54,1598.0,103.6,3.7
Mahindra,Bolero LX,2010,Diesel,Manual,First Owner,78000,13.6,2523.0,63.0,4.5
Hyundai,i20 Petrol,2018,Petrol,Automatic,First Owner,15000,17.4,1197.0,81.86,7.5
Mahindra,Scorpio S10,2015,Diesel,Manual,First Owner,70000,15.4,2179.0,120.0,11.0
Maruti,Baleno Alpha,2019,Petrol,Manual,First Owner,5000,21.4,1197.0,83.1,7.11
Maruti,Alto K10,2016,Petrol,Manual,First Owner,75000,23.95,998.0,67.05,2.85
Maruti,Baleno Alpha,2020,Petrol,Manual,First Owner,5500,21.01,1197.0,81.8,7.49
Renault,Duster 110PS,2016,Diesel,Manual,Second Owner,80000,19.64,1461.0,108.45,5.5
Maruti,Swift Dzire,2010,Diesel,Manual,Second Owner,120000,19.3,1248.0,73.9,3.0
Maruti,Baleno Sigma,2017,Diesel,Manual,First Owner,70000,27.39,1248.0,74.0,6.25
Hyundai,i20 Active,2017,Petrol,Manual,Second Owner,80000,17.19,1197.0,81.86,6.5
Hyundai,Verna 1.6,2014,Diesel,Manual,Third Owner,120000,22.32,1582.0,126.32,5.75
Maruti,Swift Dzire,2016,Diesel,Manual,Second Owner,75000,26.59,1248.0,74.0,6.31
Hyundai,Verna Transform,2010,Diesel,Manual,Second Owner,80000,16.2,1493.0,110.0,2.2
Tata,Tigor 1.2,2017,Petrol,Manual,Second Owner,40000,20.3,1199.0,84.0,6.0
Ford,Fiesta Diesel,2012,Diesel,Manual,First Owner,120000,23.5,1498.0,88.7,3.9
Mahindra,Scorpio 2.6,2007,Diesel,Manual,Fourth & Above Owner,110000,12.7,2609.0,116.6,3.75
Hyundai,i20 Asta,2010,Diesel,Manual,First Owner,110000,23.0,1396.0,90.0,3.4
